hotel_name,street,city,state,country,zip,class,price,num_reviews,nr_norm,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,overall_ratingsource
majestic hotel,-1,chicago,il,usa,60657,3,120,57,9,4.6060606061,3.9393939394,4.2121212121,4.2121212121,4.1212121212,4.2181818182
residence inn chicago midway,-1,chicago,il,usa,60638,5,192,4,4,5,5,5,5,5,5
comfort inn suites downtown,-1,chicago,il,usa,60611,-1,-1,144,10,4.3,3.8,3.9375,4.7125,4.0125,4.1525
hotel sax chicago,-1,chicago,il,usa,60610,3,105,143,13,4.3214285714,4.0357142857,3.9642857143,4.6071428571,3.8125,4.1482142857
wyndham chicago,-1,chicago,il,usa,60611,-1,-1,276,14,4.4347826087,4.0942028986,4.231884058,4.6014492754,4.0072463768,4.2739130435
ambassador east hotel,-1,chicago,il,usa,60610,4,166,268,11,3.945,3.585,4.26,4.59,4.01,4.078
hampton inn and suites chicago downtown,-1,chicago,il,usa,60610,-1,-1,174,10,4.3551401869,4.1588785047,4.3177570093,4.4953271028,4.1028037383,4.2859813084
seneca hotel,-1,chicago,il,usa,60611,-1,-1,270,15,3.8639053254,3.5857988166,3.7692307692,4.6863905325,4.0769230769,3.9964497041
ruby room,-1,chicago,il,usa,60622,-1,153,15,12,4.6153846154,4.2307692308,3.4615384615,4.2307692308,4,4.1076923077
embassy suites hotel chicago downtown lakefront,-1,chicago,il,usa,60611,-1,-1,214,9,4.056,3.92,3.808,4.488,3.768,4.008
hotel indigo chicago downtown gold coast,-1,chicago,il,usa,60610,-1,-1,136,8,4.2315789474,4.1052631579,4.0105263158,4.4842105263,4.0526315789,4.1768421053
hilton garden inn chicago downtown magnificent mile,-1,chicago,il,usa,60611,3,145,230,14,4.4285714286,4.0601503759,4.1428571429,4.6917293233,3.969924812,4.2586466165
hard rock hotel chicago,-1,chicago,il,usa,60601,1,-1,321,9,4.1516587678,3.7867298578,3.9668246445,4.5592417062,3.644549763,4.0218009479
springhill suites chicago o hare,-1,chicago,il,usa,60631,3,107,67,11,4.3777777778,4.2,4.0888888889,3.4666666667,4.2,4.0666666667
the raffaello hotel,-1,chicago,il,usa,60611,4,165,154,14,4.4188034188,4.1538461538,3.8034188034,4.7606837607,3.905982906,4.2085470085
marriott chicago midway,-1,chicago,il,usa,60638,-1,-1,14,15,4.7272727273,4.7272727273,4.5454545455,4.0909090909,4.2727272727,4.4727272727
club quarters chicago central loop,-1,chicago,il,usa,60603,-1,-1,223,12,4.1271186441,3.6355932203,3.7796610169,4.3898305085,3.9915254237,3.9847457627
best western hawthorne terrace,-1,chicago,il,usa,60657,3,131,52,9,4.2692307692,4.0769230769,4.0384615385,4.6538461538,3.7692307692,4.1615384615
hilton suites chicago magnificent mile,-1,chicago,il,usa,60611,-1,-1,122,11,4.2424242424,4.0151515152,3.7727272727,4.5757575758,3.8181818182,4.0848484848
courtyard by marriott chicago downtown,-1,chicago,il,usa,60611,-1,-1,91,11,4.350877193,4.1052631579,4.2807017544,4.701754386,4.0526315789,4.298245614
the silversmith hotel suites,-1,chicago,il,usa,60603,4,150,216,8,4.3025210084,4.0672268908,3.8739495798,4.2605042017,3.9411764706,4.0890756303
the drake,-1,chicago,il,usa,60611,4,167,304,8,4.2628571429,3.9428571429,4.0285714286,4.7314285714,3.76,4.1451428571
the willows,-1,chicago,il,usa,60657,3,101,45,15,4.5,4.0333333333,4.1333333333,4.6333333333,4.1333333333,4.2866666667
holiday inn chicago mart plaza,-1,chicago,il,usa,60654,4,127,147,9,3.914893617,3.5531914894,3.8085106383,4.1063829787,3.6914893617,3.814893617
hotel felix,-1,chicago,il,usa,60654,4,124,78,12,4.6478873239,3.5633802817,4.2112676056,4.3098591549,3.7042253521,4.0873239437
the whitehall hotel,-1,chicago,il,usa,60611,4,127,178,13,3.9090909091,3.6262626263,3.8686868687,4.7373737374,3.7272727273,3.9737373737
chicago south loop hotel,-1,chicago,il,usa,60616,3,89,45,9,4.1162790698,3.9069767442,3.9069767442,3.3255813953,4.1860465116,3.888372093
hotel cass holiday inn express,-1,chicago,il,usa,60611,3,119,148,10,4.0158730159,3.1428571429,3.9047619048,4.6666666667,3.7777777778,3.9015873016
city suites hotel,-1,chicago,il,usa,60657,3,118,55,9,4.3703703704,3.8518518519,4.2222222222,4.3703703704,3.7777777778,4.1185185185
the palmer house hilton,-1,chicago,il,usa,60603,4,123,342,12,4.1827242525,3.4750830565,3.6877076412,4.4916943522,3.511627907,3.8697674419
marriott chicago downtown magnificent mile,-1,chicago,il,usa,60611,4,238,250,10,4.0869565217,3.5155279503,3.8695652174,4.801242236,3.4782608696,3.950310559
holiday inn chicago o hare,-1,chicago,il,usa,60631,-1,-1,42,12,4.225,4.075,3.975,4.1,4.05,4.085
sheraton chicago hotel and towers,-1,chicago,il,usa,60611,4,152,389,9,3.8240343348,3.5622317597,3.7682403433,4.5622317597,3.5321888412,3.8497854077
holiday inn hotel suites downtown,-1,chicago,il,usa,60607,-1,-1,31,8,3.8888888889,3.5,4.2222222222,3.6111111111,3.4444444444,3.7333333333
hyatt regency mccormick place,-1,chicago,il,usa,60616,4,144,135,11,3.9642857143,3.7976190476,3.7976190476,3.0238095238,3.2976190476,3.5761904762
extended stay america chicago lisle,-1,chicago,il,usa,60532,2,67,2,2,5,5,5,4.5,5,4.9
fairfield inn chicago midway airport,-1,chicago,il,usa,60638,2,138,13,10,4.1,3.8,4.2,3.9,3.3,3.86
hyatt regency chicago,-1,chicago,il,usa,60601,4,176,346,14,3.9435215947,3.561461794,3.7973421927,4.5382059801,3.4684385382,3.8617940199
the westin michigan avenue chicago,-1,chicago,il,usa,60611,4,175,289,11,3.9877300613,3.6932515337,3.6932515337,4.7300613497,3.6134969325,3.9435582822
hilton chicago,-1,chicago,il,usa,60605,-1,-1,383,12,4.0491071429,3.6875,3.6830357143,3.90625,3.4553571429,3.75625
river hotel,-1,chicago,il,usa,60601,3,130,128,9,4.0625,3.34375,3.671875,4.609375,3.796875,3.896875
crowne plaza chicago the metro,-1,chicago,il,usa,60661,4,109,110,11,4.4069767442,4.1860465116,4.023255814,3.8372093023,3.8139534884,4.0534883721
westin chicago northwest,-1,chicago,il,usa,60143,-1,-1,35,11,4.3043478261,4,4.0869565217,3.4782608696,3.8260869565,3.9391304348
buckingham athletic club,-1,chicago,il,usa,60605,-1,209,20,10,4.1818181818,4.2727272727,3.5454545455,4.1818181818,4.2727272727,4.0909090909
oakwood apartments,-1,chicago,il,usa,60610,-1,-1,6,6,4.2,4.6,4.4,5,4.6,4.56
hilton chicago o hare airport,-1,chicago,il,usa,60666,4,108,171,13,4.1565217391,3.7826086957,3.5043478261,4.4086956522,3.2869565217,3.827826087
club quarters chicago wacker at michigan,-1,chicago,il,usa,60601,3,112,13,10,4.25,3.4166666667,3.5833333333,4.75,4.1666666667,4.0333333333
best western river north chicago downtown hotel,-1,chicago,il,usa,60610,3,116,114,10,4.0285714286,3.4,3.9428571429,4.5571428571,3.8714285714,3.96
chicago marriott at medical district uic,-1,chicago,il,usa,60607,3,183,27,12,4,3.7222222222,4.2222222222,3.5555555556,3.6666666667,3.8333333333
chicago s essex inn,-1,chicago,il,usa,60605,3,-1,226,12,3.6859504132,3.4710743802,3.6694214876,4.2231404959,3.6115702479,3.732231405
w chicago lakeshore,-1,chicago,il,usa,60611,4,152,316,10,3.904494382,3.4887640449,3.595505618,4.1404494382,3.1685393258,3.6595505618
allerton hotel,-1,chicago,il,usa,60611,4,112,289,11,3.8021390374,3.1871657754,3.385026738,4.6417112299,3.385026738,3.6802139037
ohio house motel,-1,chicago,il,usa,60610,2,101,57,8,3.5862068966,3.3448275862,3.6206896552,4.6896551724,3.9655172414,3.8413793103
amber inn,-1,chicago,il,usa,60653,2,95,12,14,4.25,3.75,4.125,3.75,4,3.975
inn of chicago magnificent mile,-1,chicago,il,usa,60611,-1,-1,239,12,3.4362416107,2.8657718121,3.1812080537,4.5302013423,3.2281879195,3.4483221477
best western grant park hotel,-1,chicago,il,usa,60605,3,104,112,14,3.4848484848,3.1060606061,3.6060606061,3.8939393939,3.4545454545,3.5090909091
central loop hotel,-1,chicago,il,usa,60603,3,184,5,5,4.8,3.4,4,4.8,4.6,4.32
w chicago city center,-1,chicago,il,usa,60603,4,174,263,11,3.9290322581,3.1548387097,3.6064516129,3.7419354839,3.0967741935,3.5058064516
the tremont chicago,-1,chicago,il,usa,60611,-1,-1,222,11,3.3636363636,2.7954545455,3.3295454545,4.6704545455,3.3977272727,3.5113636364
heart o chicago motel,-1,chicago,il,usa,60660,2,93,45,13,4.1111111111,3.3703703704,3.4444444444,3.5925925926,4.1111111111,3.7259259259
travelodge chicago downtown,-1,chicago,il,usa,60605,2,116,123,15,2.9367088608,2.5316455696,3.1898734177,4.1139240506,3.164556962,3.1873417722
holiday inn express chicago midway airport,-1,chicago,il,usa,60638,4,162,21,12,4,3.6,3.8,3.8,3.7,3.78
la quinta inn suites chicago northshore,-1,chicago,il,usa,60015,3,169,8,8,4.8,4.4,3.2,4,4.4,4.16
four points by sheraton chicago midway airport,-1,chicago,il,usa,60629,-1,-1,34,15,3.5454545455,3.5454545455,3.4090909091,3.1818181818,3.6818181818,3.4727272727
wheeler mansion,-1,chicago,il,usa,60616,4,335,31,14,3.6923076923,3.5384615385,3.0769230769,3.5384615385,2.6923076923,3.3076923077
ramada inn lake shore chicago,-1,chicago,il,usa,60615,3,101.6,67,9,3.21875,2.8125,3.25,3.40625,2.9375,3.125
four points by sheraton chicago o hare airport,-1,chicago,il,usa,60176,-1,-1,59,13,3.1388888889,2.9444444444,3.0277777778,2.9444444444,2.9722222222,3.0055555556
congress plaza hotel,-1,chicago,il,usa,60605,3,99,335,12,2.8219178082,2.4794520548,2.904109589,4.1575342466,2.7739726027,3.0273972603
inn at lincoln park,-1,chicago,il,usa,60614,2,149,50,14,3.4,2.8,3.32,4.28,3.04,3.368
chicago marriott o hare,-1,chicago,il,usa,60631,-1,-1,53,13,3.4375,2.84375,3.625,3.375,3.0625,3.26875
bellwood hotel,-1,chicago,il,usa,60614,-1,-1,9,9,3.8,3,3.6,4.2,4.8,3.88
habitat corporate suites at presidential towers,-1,chicago,il,usa,60661,3,188.5,6,6,4.3333333333,3.1666666667,3.1666666667,3.8333333333,3.1666666667,3.5333333333
super 8 chicago loyola university,-1,chicago,il,usa,60626,-1,-1,12,9,3.6,3.4,3.6,3.8,3.5,3.58
howard johnson inn downtown chicago,-1,chicago,il,usa,60610,2,-1,53,10,3.0909090909,2.6363636364,3.1363636364,4,3.0454545455,3.1818181818
river park motel suites,-1,chicago,il,usa,60659,-1,-1,1,1,4,5,5,4,5,4.6
the fisher building,-1,chicago,il,usa,60604,-1,-1,3,3,5,4,5,5,4,4.6
courtyard chicago midway airport,-1,chicago,il,usa,60638,3,135,7,7,3,3,4.4,3.8,2.8,3.4
sheraton chicago northwest,-1,chicago,il,usa,60005,-1,-1,74,10,3,3.06,3.26,3.4,2.86,3.116
red roof inn,-1,chicago,il,usa,60611,-1,-1,153,10,2.4222222222,2.2777777778,2.7666666667,4.5444444444,2.9888888889,3
chinatown hotel,-1,chicago,il,usa,60616,1,77,33,12,3.25,2.875,2.9375,3.6875,3.5625,3.2625
palwaukee inn conference center,-1,chicago,il,usa,60090,3,95,10,13,2.6,2.2,3.2,3.2,2.2,2.68
esquire motel,-1,chicago,il,usa,60646,-1,-1,2,2,3,2.5,3,4,3.5,3.2
la quinta inn chicago matteson,-1,chicago,il,usa,60443,-1,-1,2,2,3,2.5,3,4,2.5,3
university club of chicago,-1,chicago,il,usa,60603,-1,-1,2,2,4,3.5,3.5,4,3,3.6
extended stay america chicago itasca,-1,chicago,il,usa,60143,2,72,1,1,1,2,3,3,2,2.2
chicago o hare garden hotel,-1,chicago,il,usa,60631,-1,-1,80,9,2.4375,2.1875,2.421875,3.078125,2.578125,2.540625
new jackson hotel,-1,chicago,il,usa,60661,7,-1,1,1,1,1,1,1,1,1
mark twain hotel,-1,chicago,il,usa,60610,3,-1,1,1,1,2,3,4,2,2.4
chicago athletic association,-1,chicago,il,usa,60603,4,195.75,1,1,2,1,1,3,1,1.6
belair hotel,-1,chicago,il,usa,60614,-1,-1,12,8,3,2.7142857143,2.8571428571,4.7142857143,3,3.2571428571
chicago lodge,-1,chicago,il,usa,60640,-1,-1,5,5,1.75,1.25,1.5,2.75,1.5,1.75
super 8 chicago o hare south,-1,chicago,il,usa,60131,2,63,22,12,2,2.1875,1.9375,2.5,1.9375,2.1125
stan properties suites at 300 n canal,-1,chicago,il,usa,60654,-1,-1,1,1,1,1,1,4,2,1.8
sheffield house,-1,chicago,il,usa,60613,-1,-1,19,10,1.5555555556,1.6666666667,1.7777777778,4.1111111111,2.3333333333,2.2888888889
midway inn,-1,chicago,il,usa,60632,3,-1,6,6,1.3333333333,1.1666666667,1.6666666667,2.3333333333,1.3333333333,1.5666666667
chateau hotel,-1,chicago,il,usa,60613,-1,-1,5,5,1,1,1,1,1,1
milshire hotel,-1,chicago,il,usa,60647,4,-1,8,8,1.75,1.25,1.5,2.75,2,1.85
abbott hotel,-1,chicago,il,usa,60657,-1,-1,8,8,1,1,1,4.25,1.25,1.7
skylark motel,-1,chicago,il,usa,60638,2,90,6,6,1,1,1,1,1,1
